State,Year,black_male_mortality,black_female_mortality,white_male_mortality,white_female_mortality
Louisiana,2000,946.395510298542,800.559104300495,968.914970808511,964.948075962221
Louisiana,2001,952.463068345117,816.439023452272,985.335518299088,975.466619897873
Louisiana,2002,944.36191415773,804.821532642393,993.702202030679,981.711240394948
Louisiana,2003,955.567118762938,815.698296775338,1001.41976781475,997.674890292701
Louisiana,2004,972.185282136708,782.19678874401,978.204801531319,980.346839396357
Louisiana,2005,987.78045066442,838.716607463142,1027.48014345119,1024.12750043265
Louisiana,2006,958.29042461597,804.997980191951,1004.29666677399,956.844869306616
Louisiana,2007,917.724911845993,760.430577256827,984.734806438308,967.586174024591
Louisiana,2008,901.985503596442,772.757333868394,1018.88783044584,984.930109809317
Louisiana,2009,894.044945427497,744.754636208012,984.885381153973,940.697273135061
Louisiana,2010,874.629385341687,740.775012080647,993.669832896241,944.416105947792
Louisiana,2011,865.243852233097,710.928737102283,988.403804066255,962.431689397657
Louisiana,2012,893.064800150621,741.579679231868,1024.58723489409,977.985617386054
Louisiana,2013,935.286884964384,751.79900109575,1034.58689478024,990.103638327015
Louisiana,2014,925.642761965093,776.896234440374,1055.21940553764,990.322453943948
Louisiana,2015,961.753887139546,766.527832422092,1047.38342945418,961.813470299181
Louisiana,2016,965.473405190485,766.750497399774,1055.85176827875,986.494569411316
Maine,1999,526.918671248568,,949.029608531496,1007.21521526541
Maine,2000,358.780147498505,,959.455940187705,1003.87823042866
Maine,2001,441.228379809389,233.754090696587,959.437356885836,998.919374818798
Maine,2002,190.174326465927,229.405630865485,994.109043567754,997.397423325748
Maine,2003,250.62656641604,276.192229791935,955.596108035673,995.002745575635
Maine,2004,347.893312717433,250.125062531266,932.124477723411,994.296249528
Maine,2005,236.938751332781,,995.602091563431,997.499004332109
Maine,2006,275.330396475771,,959.419823442536,937.919394076956
Maine,2007,322.379367720466,233.070050498511,973.646321382832,951.521689186825
Maine,2008,254.477831065871,168.918918918919,969.445468295225,960.046208683889
Maine,2009,306.008902077151,173.050299953853,971.253877137896,969.106493561885
Maine,2010,193.245605963007,238.446690132849,991.589029390571,978.011889257272
Maine,2011,190.608213481199,149.604616371019,1017.20553295985,993.475160828344
Maine,2012,255.944517833554,207.296849087894,1012.76372891207,978.392182649519
Maine,2013,311.925137966888,212.981744421907,1079.41760317868,1018.7659349662
Maine,2014,257.872938970071,126.360808709176,1075.54867193051,1015.34188943613
Maine,2015,333.687244046716,151.028884274117,1137.98577637803,1102.50083197482
Maine,2016,325.035089015291,164.91067338525,1134.80258497026,1060.14815087408
Maryland,1999,848.402455048606,665.602103137714,868.374219213456,910.043002461189
Maryland,2000,825.791061530906,677.3521085832,870.324996318324,929.654544776896
Maryland,2001,825.785243701998,667.660330359148,869.434591248904,914.486377209189
Maryland,2002,805.87797859614,676.984070063971,864.211306330664,908.621681923046
Maryland,2003,811.574027513855,661.422086348544,879.904441465839,906.24474252555
Maryland,2004,793.257892623676,638.595656189618,841.839969656457,875.025995205937
Maryland,2005,782.137305997024,635.948655924467,853.102417710193,891.741712971834
Maryland,2006,761.83817038112,638.380162528733,838.096146108397,885.288315313398
Maryland,2007,761.598423815903,625.708377298457,855.267305107241,882.87483539948
Maryland,2008,757.184141472324,622.092516488519,862.677615105031,878.192407924032
Maryland,2009,745.127126372491,619.060657968191,851.352881240802,879.025664650254
Maryland,2010,710.568502943853,619.343294490491,834.176548015322,866.933530534529
Maryland,2011,694.472373697347,601.316874642351,848.243973893818,869.255673294855
Maryland,2012,714.343345521644,603.410993803969,851.772066641061,877.897994081501
Maryland,2013,723.72856074105,625.192585264592,880.311306859222,886.899469203285
Maryland,2014,727.848788499806,625.045104281098,882.451178062613,879.405482715199
Maryland,2015,778.584956327558,649.689593852212,901.005525500429,887.624774829683
Maryland,2016,832.265822969237,657.950456261707,924.250204594602,913.850945195539
