State,Year,black_male_mortality,black_male_mortality_weighted,black_female_mortality,black_female_mortality_weighted,hispanic_male_mortality,hispanic_male_mortality_weighted,hispanic_female_mortality,hispanic_female_mortality_weighted,white_female_mortality,white_female_mortality_weighted,white_male_mortality,white_male_mortality_weighted
New Mexico,2007,8.24091614867819,576.672878793207,4.37170551789636,349.159208572461,141.603059188873,31.6478820597923,108.538895616737,24.6392079482673,331.194380097183,768.906813067333,373.102453682534,887.855216822017
New Mexico,2008,8.2062524680926,569.790731404103,5.86871388627228,464.878067998267,139.10841305003,31.4481449609523,114.738329962967,26.3649207356435,344.51339906956,801.281680528404,373.856968500922,891.731230285409
New Mexico,2009,7.26629294354581,491.09068586787,5.89158887314525,459.084127166303,138.305048797085,31.5694816122238,110.663677667245,25.6797289414275,330.272652913734,770.136957758669,363.805612916719,869.393817800398
New Mexico,2010,7.72152396659057,513.267480147201,6.94451526555001,534.79935674483,135.976522682098,31.2247990999757,109.072596408569,25.4540279955031,333.676674053106,779.569404482042,363.154441648832,868.115615633047
New Mexico,2011,7.84500201178579,515.089271606889,5.43855967688218,411.912659935115,145.204730488084,33.6841155807911,117.09748401641,27.593559896684,343.158676957256,803.927405242554,371.650954202515,889.99430643373
New Mexico,2012,8.92606911272953,579.276838269644,5.13488922076376,387.218181160207,151.98312301083,35.5381981386507,119.590130263022,28.356645694836,338.086865049353,794.433888328193,383.485044515171,918.94303726141
New Mexico,2013,8.63229446866549,552.638850511191,6.23443489403619,466.501596870851,150.20192375478,35.4000009676533,120.948036944302,28.9011791580748,340.208316448406,801.630833971791,385.096247685466,924.960692050291
New Mexico,2014,8.88131869820031,559.995156798644,6.19291952469103,457.479253847791,156.311209088325,37.124722596119,126.402768283035,30.4253965311462,353.140434291684,834.249124752907,400.331441212391,963.361309589136
New Mexico,2015,8.70055106694714,539.750700781297,7.16233209378521,524.795717103409,164.73363815706,39.4037748932179,127.479897400795,30.9126164541877,349.27184559358,826.31751927335,406.90698774424,981.175115127251
New Mexico,2016,9.85096215068128,603.829160530191,5.71836339478572,413.094039643142,172.70418521731,41.6301226150788,137.817363161726,33.6591813969904,365.110294735982,864.085630681295,417.392474345452,1005.73731104794
New York,1980,62.1119002257383,957.427675301033,51.6166794783488,668.034803515709,,,,,421.100812059168,963.36963618073,442.136785964999,1106.19157136789
New York,1981,60.7544265239458,920.372802255564,51.8867033752864,660.804280377474,,,,,409.365726289847,942.804248219428,427.829247354984,1076.70308833346
New York,1982,60.8143430744578,901.887418641028,51.4766406354545,643.684006054025,,,,,408.615359589014,947.20167939657,422.922946233691,1070.45417101907
New York,1983,61.9689680604741,899.545183919225,53.6642563229505,658.625504941598,,,,,414.326023209692,967.093451590933,422.144881063252,1073.98098072144
New York,1984,64.5266491682706,917.583249061399,54.7969764141021,660.444069236689,,,,,417.323006667078,980.719066072072,417.002062600534,1066.89762133403
New York,1985,66.53928835636,926.598425283034,55.849885299449,661.635012650078,,,,,416.263544986695,985.301735284526,419.564684166035,1079.11877093118
New York,1986,70.5436199103487,961.776338897118,58.1721641798024,676.885220155501,,,,,415.493856583745,990.594631836717,419.324583482656,1084.74005601827
New York,1987,74.612825482596,996.289561902687,59.5986217776806,681.144880269597,,,,,413.038676465814,992.080960914273,413.9606502698,1076.8793349757
New York,1988,79.1380935809069,1035.35598004698,62.1409847585173,698.327427967985,,,,,417.756109014059,1011.40174090518,412.759904849573,1079.19660454852
New York,1989,77.7950489186522,998.580376139777,62.018508218479,686.225569025045,,,,,403.037064549025,983.159623164334,399.946127802632,1051.11113963129
New York,1990,76.4932521647224,969.327268441808,62.1073904851989,679.648400736154,,,,,396.402390818056,972.299904983032,393.642926034295,1038.80858041997
New York,1991,75.4081967805355,946.095660014518,62.3088355053913,674.720066128181,,,,,390.625710985069,965.170565752424,385.898909884943,1023.46946582138
New York,1992,71.8472551680415,894.100193219456,62.0240030316759,667.459450408665,,,,,385.676328718121,958.638003032682,381.249564788293,1014.91067537618
New York,1993,75.1364908865181,927.657865379462,63.9791680651853,683.490175954698,,,,,395.744963728093,989.381973549659,384.696439764111,1027.60736642063
New York,1994,73.1371059222701,896.177314135094,63.288394368183,670.244284517523,,,,,388.160516780683,975.698252818142,375.956560847251,1008.10526095723
New York,1995,71.8192892658246,874.535581594742,63.3537746645115,665.491203580118,,,,,390.773333661379,987.753525586998,368.851481637711,992.529207984544
New York,1996,65.9155877274326,798.005279682594,62.0555932744274,647.591434491046,,,,,385.693011200489,980.418148483818,356.21082515553,962.335737078821
New York,1997,59.9672025736563,722.892344250439,59.0887192130418,612.98283303539,,,,,374.758858995814,957.712638023171,341.585398920901,926.293912133028
New York,1998,56.9134712279337,683.563384444902,58.6873560949219,605.891284943791,,,,,372.132279393579,956.75693665214,332.424958677272,903.553052539401
New York,1999,57.6876483664302,691.5856758658,60.1925834327408,619.167049810099,28.1421246138997,2.05931576368106,23.630063987057,1.79063256274928,377.180730005865,973.151235370007,336.752243121689,919.291635975663
New York,2000,57.0812560005274,683.352185660834,59.9321569879983,614.937249149345,28.071625804543,2.08472216155509,23.5133460371449,1.80696009970337,371.228412131938,960.213420742932,329.882443282221,903.70398814964
New York,2001,56.563913606561,675.847015885598,60.8976505486239,624.599916906336,29.3142980095518,2.23001471001348,25.2792587769178,1.98800677131198,370.495206216182,963.434826872393,330.155294511225,907.435997481769
New York,2002,56.0252484611606,669.211943953968,59.6045522473848,611.613416568949,28.3679419787018,2.19250996891353,24.2870131363062,1.93914244988833,367.947203962838,960.583566418685,326.22872012457,898.884072418673
New York,2003,55.4549114909054,662.718441882509,58.7924273225942,604.049284077831,31.4717313191286,2.46684440512593,26.9191511299655,2.17776850009591,362.506368006281,949.863459006616,317.908812705339,877.762734521336
New York,2004,54.6016921830125,653.911600746614,60.0889849014429,618.21877861006,29.3664049474933,2.33044198659119,26.4089002218755,2.16390230609951,352.704606775231,927.15475143672,310.892688114644,860.119562146138
New York,2005,54.5560694541937,652.456149233561,59.4273337511192,611.987857127479,30.3826817146223,2.4429600061981,26.577659817453,2.20457104130147,352.59172689978,930.718455045995,311.050086736729,862.672914734802
New York,2006,52.9871526961186,633.306160955984,56.7715754363432,584.546647587789,30.296319253693,2.46893367263682,27.119079138456,2.27979405461411,341.922332862645,906.091004422054,308.244634507728,857.432063116458
New York,2007,53.3703805625398,637.588963360645,57.5151961326205,593.111626152105,29.9388443700155,2.4781564997777,27.0014088714211,2.30376751232376,336.341591342615,894.753739716068,304.824267398621,850.18282866848
New York,2008,51.6800680559196,616.589352360726,56.9839243706524,587.478676530957,31.188132519999,2.6268782161856,28.4867572232902,2.47138955130159,338.322532343114,904.017537383907,306.384885289924,857.118727485053
New York,2009,51.5873307730962,614.272586543977,55.2129463896793,567.830434965571,31.4340873957752,2.69505471646102,27.9742142073788,2.46856853795878,327.942111970819,880.127217832738,303.230951818365,851.157804322535
New York,2010,52.3632293812882,621.434879479482,54.2932429605335,556.560066273021,32.2064565456411,2.79912489038865,28.5270456311975,2.55080615659508,328.669959524416,885.424978966117,298.67734208438,840.619413257003
New York,2011,51.3075904649134,605.056617954021,56.287218815577,575.147673758776,32.0140921433094,2.83438322888811,29.1093089387556,2.64812520448525,330.192393474248,894.366829442392,303.818806283697,857.905310133551
New York,2012,51.7171834244438,607.048783656987,56.3236754970688,574.767393858563,32.362774871244,2.90421314581757,29.7713042478846,2.74151487660308,324.780647060627,883.579829243403,303.569357982028,859.49232930394
New York,2013,51.6226205484258,602.66630587392,57.2850466306379,583.205040299106,33.4459278464594,3.03735780047498,30.4876406114078,2.84020295939586,326.240119600198,891.386357648655,306.441960183487,870.35282724634
New York,2014,54.4615048344158,633.331682035531,57.9506113923893,588.887966988879,33.247939816969,3.05109747306326,31.0216058359364,2.92130374442009,319.202536296471,875.971084130773,302.142428068239,861.1200081403
New York,2015,53.4911739056654,619.07510893741,56.8840629065928,576.833705205266,34.2124747615901,3.17467929302181,31.6500839638747,3.01320848663185,327.768269529887,903.576613803886,311.244393694027,890.341872331216
New York,2016,55.6689750147491,640.679661335052,58.0391606321893,587.199060481503,36.1402661667803,3.38712159732536,32.9496316817647,3.16486383968134,323.879787224183,896.944825080962,314.854849680853,903.869063802231
North Carolina,1980,115.556041876789,1082.98075284758,85.75376317485,726.81765618227,,,,,270.310405854704,695.308231900527,344.799111572663,927.816150392812
North Carolina,1981,113.184823566611,1066.42378011177,86.5333556212108,734.607926527809,,,,,275.711785520801,708.828469809853,344.539033659394,927.157881045224
North Carolina,1982,106.256073317521,1005.91539243905,83.5901036225035,710.062176282739,,,,,276.29235879516,709.89795456892,333.779235779885,898.379555865032
North Carolina,1983,107.427821880755,1021.01134700312,87.8147167066306,747.996512993584,,,,,280.819518462069,722.012039033578,343.476149756589,923.112163766068
North Carolina,1984,107.662089906197,1028.71221159955,87.2453748599695,745.260737364852,,,,,286.677274493409,737.049209854729,339.770463581056,912.157396781502
North Carolina,1985,110.816796157968,1063.59324612155,89.8708878876251,769.711806215987,,,,,299.074337843281,768.974493906003,340.087416813509,912.253754486055
North Carolina,1986,111.472974995878,1074.45458326794,91.1131917011121,781.191764688343,,,,,305.981618972662,786.343132730594,347.286055113364,931.91822025253
North Carolina,1987,111.461276839236,1077.13946732476,93.1781954598678,798.145277673847,,,,,307.536404703806,790.76592061214,343.759369689209,922.990445482369
North Carolina,1988,114.726100488353,1110.08560109383,95.2634994249826,814.721390851451,,,,,318.782920188388,820.435087986478,351.759932283093,945.234221561709
North Carolina,1989,113.369908752051,1097.51950287004,94.8931228186177,810.252814459896,,,,,314.591992267427,811.074557147489,343.318452043768,922.875171485708
North Carolina,1990,110.921735806073,1073.91444588613,90.90215641623,775.301441829249,,,,,312.730553043896,807.288281886622,341.78004813744,918.996788861785
North Carolina,1991,111.037266375971,1067.98992531866,93.1180472766766,789.687449230808,,,,,318.021930412717,823.353464753482,337.606340102652,909.111832263113
North Carolina,1992,109.321830775487,1046.10836318153,94.5697597615091,799.143792002194,,,,,315.836333742276,820.358594004362,335.935668218098,905.451024520451
North Carolina,1993,112.063401626005,1070.11235163119,93.7670463763636,790.506266251988,,,,,326.481355389455,849.610987430367,345.913248590975,933.854227539311
North Carolina,1994,111.261607888782,1062.4184095862,96.1578446178797,810.432234432235,,,,,325.022972045104,847.150735194165,337.623349138508,912.205997126904
North Carolina,1995,108.405251904407,1035.35278037392,95.3938996356549,804.572367892409,,,,,330.564564752573,863.182944460319,340.186976942958,919.188628024092
North Carolina,1996,107.004526140895,1023.84118286739,96.6651521793295,816.816857388618,,,,,332.432191161168,869.649477234355,338.387990337482,914.166210729404
North Carolina,1997,99.1142374802192,948.706383308365,92.7180862402209,785.26275291917,,,,,331.294527492159,868.537387146605,328.866600694935,887.836074886369
North Carolina,1998,99.0331123014251,949.758173086953,96.5121763764502,820.480909295629,,,,,333.78727242155,876.419595457295,331.535065706851,894.476123135818
North Carolina,1999,97.4795332605979,937.308356184433,96.1964112587163,820.585129671122,4.41544924176924,0.108465481204808,1.38375902163709,0.0229381281485651,343.876696504285,905.681081383741,328.202480677378,883.632178707072
North Carolina,2000,99.2631296608791,956.29412686995,96.4181663702232,825.535545043862,4.17426928235987,0.1175232287907,1.65231492426745,0.031271651118279,353.65751089565,934.439854728035,334.562713612951,900.342183522033
North Carolina,2001,95.1630195020245,914.597029461894,94.4078541098415,806.783182354233,4.73805383159958,0.144312280791802,1.68085200195564,0.0357571893881191,338.752578828914,897.846260130713,325.049980986884,876.721239308728
North Carolina,2002,91.5663698246055,878.514085148111,91.8426062498371,783.133393823825,5.06833788903247,0.163424689092219,2.36602503350568,0.0549750803526172,344.010431648239,912.876294951819,327.32815362012,885.70234499559
North Carolina,2003,90.0682588224092,865.224170161514,93.0839901354716,789.871111975313,5.25972036097117,0.176947650618407,2.11338651072882,0.0532412747717066,348.898741597062,924.79851659624,329.795152295025,897.684866946989
North Carolina,2004,90.4812635154853,866.732221293905,90.7618618259093,769.795993649654,4.84032085481469,0.17144040485691,2.22140329085698,0.0601033053970679,332.193324753261,883.329773650826,322.208701540672,877.863312741871
North Carolina,2005,89.1514894134186,853.968239995775,92.1840874298008,780.660248877406,4.87053620812904,0.18076145794672,2.4237809903661,0.0706652954928884,339.938155677271,905.056671172632,324.166348569343,885.497237135658
North Carolina,2006,89.8705545531312,858.917403955907,88.56970799359,749.505106466166,5.73045337866858,0.222528545891146,2.9044763700101,0.0908138453926333,328.721682757167,877.462653282066,319.436329728717,873.911866977636
North Carolina,2007,88.1878413083869,842.770525565577,87.8588231216873,740.699647263868,6.39392009486252,0.259098570678148,3.03793459052645,0.102266165530013,327.822753954607,874.795465965917,318.676048364357,876.209511081305
North Carolina,2008,86.2242222928554,820.51669961545,83.9684496902019,706.388400663284,6.46654812760669,0.274245797565976,3.40514245257695,0.122107003365196,330.986291455058,886.325765061109,317.623524227911,874.88823124578
